,Glycosylation,Cross-link,Modified residue,Signal,Disulfide bond
Q96HR8,0,1,2,0,0
Q96HR9,0,0,0,0,0
Q96HS1,0,0,5,0,0
Q96HT8,0,0,0,0,0
Q96HU1,0,0,1,0,0
Q96HW7,0,2,1,0,0
Q96HY6,0,1,2,1,0
Q96HY7,0,0,4,0,0
Q96HZ4,0,0,0,0,0
Q96I15,0,0,3,0,0
Q96I23,0,0,0,0,0
Q96I24,0,2,5,0,0
Q96I25,0,7,12,0,0
Q96I27,0,0,1,0,0
Q96I34,0,0,2,0,0
Q96I51,0,0,0,0,0
Q96I59,0,0,1,0,0
Q96I76,0,0,0,0,0
Q96I99,0,0,14,0,0
Q96IF1,0,0,5,0,0
Q96II8,0,0,5,0,0
Q96IJ6,0,0,0,0,0
Q96IK1,0,0,0,0,0
Q96IK5,0,0,2,0,0
Q96IL0,0,0,0,0,0
Q96IP4,0,0,0,0,0
Q96IQ9,0,0,0,0,0
Q96IR7,0,0,0,0,0
Q96IS3,0,0,0,0,0
Q96IT1,0,3,2,0,0
Q96IU2,0,0,0,0,0
Q96IU4,0,0,2,0,0
Q96IV0,0,0,2,0,0
Q96IV6,0,0,0,0,0
Q96IW7,0,0,3,0,0
Q96IX5,0,0,2,0,0
Q96IY1,0,0,2,0,0
Q96IY4,5,0,0,1,3
Q96IZ0,0,0,3,0,0
Q96IZ2,0,0,0,0,0
Q96IZ5,0,0,1,0,0
Q96IZ6,0,0,3,0,0
Q96IZ7,0,0,0,0,0
Q96J01,0,0,1,0,0
Q96J02,0,0,7,0,0
Q96J42,4,0,0,1,0
Q96J65,4,0,0,0,0
Q96J66,2,0,0,0,0
Q96J84,4,0,6,1,5
Q96J87,0,0,0,0,0
Q96J92,0,14,6,0,0
Q96J94,0,0,6,0,0
Q96JA1,6,0,0,1,6
Q96JA3,0,0,3,0,0
Q96JB1,0,0,1,0,0
Q96JB2,0,0,2,0,0
Q96JB3,0,0,5,0,0
Q96JB5,0,1,0,0,0
Q96JB6,2,1,1,1,17
Q96JB8,0,0,0,0,0
Q96JC1,0,0,0,0,0
Q96JC9,0,0,1,0,0
Q96JD6,0,0,0,0,0
Q96JE7,0,0,13,0,0
Q96JE9,0,0,4,0,0
Q96JF0,2,0,0,0,3
Q96JG6,0,2,6,0,0
Q96JG8,0,0,0,0,0
Q96JG9,0,0,0,0,0
Q96JH7,0,0,10,0,0
Q96JH8,0,0,6,0,0
Q96JI7,0,0,1,0,0
Q96JJ3,0,0,3,0,0
Q96JJ6,0,0,0,0,0
Q96JJ7,2,0,0,1,1
Q96JK2,0,0,9,0,0
Q96JK9,0,0,1,0,0
Q96JL9,0,0,0,0,0
Q96JM2,2,30,8,0,0
Q96JM3,0,6,52,0,0
Q96JM7,0,2,1,0,0
Q96JN0,0,6,11,0,0
Q96JN2,0,0,1,0,0
Q96JP0,0,0,1,0,0
Q96JP5,0,0,2,0,0
Q96JP9,3,0,0,1,0
Q96JQ0,14,0,1,1,0
Q96JQ5,0,0,0,0,0
Q96JS3,0,1,1,0,0
Q96JW4,0,0,2,0,0
Q96JX3,0,0,0,0,0
Q96JY0,0,0,0,0,0
Q96JY6,0,0,12,0,0
Q96JZ2,0,0,0,0,0
Q96K12,0,0,0,0,0
Q96K19,0,0,0,0,0
Q96K21,0,1,6,0,0
Q96K30,0,0,0,0,0
Q96K58,0,6,3,0,0
Q96K76,0,0,7,0,0
Q96K78,10,0,0,1,0
Q96K80,0,0,2,0,0
Q96K83,0,1,3,0,0
Q96KA5,3,0,0,0,0
Q96KB5,0,1,5,0,0
Q96KC8,0,0,6,1,0
Q96KG7,2,0,1,1,48
Q96KG9,0,0,1,0,0
Q96KK3,0,0,0,0,0
Q96KK4,1,0,0,0,1
Q96KK5,0,3,30,0,0
Q96KM6,0,0,2,0,0
Q96KN2,2,0,1,1,0
Q96KN3,0,0,0,0,0
Q96KN4,0,0,1,0,0
Q96KN7,0,0,0,0,0
Q96KN8,0,0,0,0,0
Q96KP1,0,0,6,0,0
Q96KP4,0,0,4,0,0
Q96KP6,0,0,0,0,0
Q96KQ4,0,0,5,0,0
Q96KQ7,0,3,18,0,0
Q96KR4,0,0,0,0,0
Q96KR6,0,0,0,0,0
Q96KR7,0,0,3,0,0
Q96KS0,0,0,1,0,0
Q96KV7,0,0,1,0,0
Q96L08,1,0,0,0,2
Q96L12,2,0,0,1,1
Q96L21,0,0,0,0,0
Q96L34,0,0,3,0,0
Q96L42,2,0,0,0,0
Q96L46,0,0,0,0,0
Q96L50,0,0,0,0,0
Q96L58,1,0,0,0,0
Q96L73,0,3,8,0,0
Q96L91,0,0,18,0,0
Q96L92,0,0,2,0,0
Q96L93,0,0,4,0,0
Q96L96,0,0,2,0,1
Q96LA5,5,0,0,1,3
Q96LA6,1,0,0,1,3
Q96LA8,0,0,4,0,0
Q96LB1,0,0,0,0,0
Q96LB2,1,0,0,0,0
Q96LB3,0,0,2,0,0
Q96LB8,5,0,0,1,3
Q96LB9,1,0,0,1,3
Q96LC7,5,0,1,1,5
Q96LC9,0,0,0,0,0
Q96LD4,0,0,5,0,0
Q96LD8,0,0,1,0,0
Q96LI5,0,0,0,0,0
Q96LI6,0,0,0,0,0
Q96LJ7,0,0,2,0,0
Q96LJ8,0,0,1,0,0
Q96LK0,0,0,0,0,0
Q96LL4,0,0,0,0,0
Q96LL9,0,0,0,0,0
Q96LM5,0,0,0,0,0
Q96LM6,0,0,0,0,0
Q96LR2,0,0,4,0,0
Q96LR5,0,0,5,0,0
Q96LT4,0,0,0,0,0
Q96LT7,0,0,0,0,0
Q96LT9,0,0,2,0,0
Q96LW4,0,0,1,0,0
Q96LW7,0,0,1,0,1
Q96LX7,0,0,0,0,0
Q96LX8,0,1,0,0,0
Q96LZ3,0,0,0,0,0
Q96LZ7,0,0,6,0,0
Q96M02,0,0,0,0,0
Q96M11,0,0,1,0,0
Q96M29,0,0,0,0,0
Q96M32,0,0,0,0,0
Q96M61,0,0,0,0,0
Q96M63,0,0,1,0,0
Q96M86,0,0,0,0,0
Q96M91,0,0,0,0,0
Q96M94,0,0,0,0,0
Q96M96,0,0,2,0,0
Q96M98,0,0,0,0,0
Q96MA6,0,0,0,0,0
Q96MC2,0,0,0,0,0
Q96MD2,0,0,0,0,0
Q96MF2,0,0,0,0,0
Q96MF7,0,4,2,0,0
Q96MG2,0,0,0,0,0
Q96MG7,0,0,3,0,0
Q96MG8,0,0,0,0,0
Q96MH2,0,0,9,0,0
Q96MH6,1,0,0,0,0
Q96MI9,0,0,0,0,0
Q96MK3,5,0,0,1,4
Q96MM3,0,2,0,0,0
Q96MM7,8,0,0,0,0
Q96MN2,0,0,0,0,0
Q96MN9,0,0,0,0,0
Q96MP8,0,0,0,0,0
Q96MS0,11,0,1,1,5
Q96MT3,0,0,5,0,0
Q96MT7,0,0,1,0,0
Q96MT8,0,0,2,0,0
Q96MU7,0,1,13,0,0
Q96MU8,6,0,0,1,8
Q96MV1,0,0,1,0,0
Q96MV8,0,0,0,0,0
Q96MW5,0,0,0,0,0
Q96MX0,0,0,0,0,0
Q96MX3,0,6,1,0,0
Q96MY7,0,0,0,0,0
Q96N16,0,0,2,0,0
Q96N19,2,0,0,0,0
Q96N21,0,0,2,0,0
Q96N58,0,0,0,0,0
Q96N64,0,1,4,0,0
Q96N66,1,0,0,0,0
Q96N67,0,0,37,0,0
Q96N76,0,0,0,0,0
Q96N77,0,0,2,0,0
Q96N87,4,0,0,0,0
Q96N95,0,0,0,0,0
Q96N96,0,0,2,0,0
Q96NA2,0,0,3,0,0
Q96NB1,0,0,1,0,0
Q96NB2,0,0,1,0,0
Q96NB3,0,0,4,0,0
Q96NC0,0,10,1,0,0
Q96NE9,0,0,5,0,0
Q96NG3,0,0,0,0,0
Q96NG5,0,0,0,0,0
Q96NH3,0,0,0,0,0
Q96NI6,6,0,0,1,1
Q96NL6,0,0,2,0,0
Q96NL8,0,0,0,0,0
Q96NM4,0,0,0,0,0
Q96NN9,0,0,0,0,0
Q96NR3,10,0,0,0,0
Q96NR8,0,0,0,0,0
Q96NT0,0,0,0,0,0
Q96NT3,0,0,0,0,0
Q96NT5,2,0,3,0,1
Q96NU1,0,1,2,0,0
Q96NW4,0,0,3,0,0
Q96NW7,0,0,14,0,0
Q96NX5,0,0,0,0,0
Q96NY7,0,0,3,0,0
Q96NY8,1,0,0,1,3
Q96NY9,0,0,2,0,0
Q96NZ1,0,0,0,0,0
Q96NZ8,1,0,0,1,17
Q96NZ9,0,0,0,1,0
Q96P09,0,0,0,0,0
Q96P11,0,0,2,0,0
Q96P15,0,0,0,0,0
Q96P16,0,0,4,0,0
Q96P20,0,4,19,0,1
Q96P26,0,0,0,0,0
Q96P31,1,0,4,1,6
Q96P44,1,0,0,1,0
Q96P47,0,0,4,0,0
Q96P48,0,0,8,0,0
Q96P53,0,0,0,0,0
Q96P56,0,0,0,0,0
Q96P63,0,0,0,0,0
Q96P65,1,0,0,0,0
Q96P66,2,0,0,0,1
Q96P70,0,0,1,0,0
Q96P71,0,0,0,0,0
Q96PB1,3,0,0,0,0
Q96PB7,5,0,0,1,1
Q96PC2,0,0,0,0,0
Q96PC3,0,0,0,0,0
Q96PC5,2,0,0,1,0
Q96PD2,6,0,1,1,4
Q96PD4,1,0,0,1,4
Q96PD5,3,0,3,1,1
Q96PD6,3,0,0,0,0
Q96PD7,0,0,0,0,0
Q96PE1,7,0,1,1,1
Q96PE3,0,0,2,0,0
Q96PE7,0,0,3,0,0
Q96PF1,0,0,0,0,0
Q96PF2,0,0,0,0,0
Q96PG8,0,0,0,0,0
Q96PH1,0,0,10,0,0
Q96PH6,0,0,0,1,3
Q96PJ5,1,0,0,1,4
Q96PK6,0,7,21,0,0
Q96PL5,1,0,1,1,1
Q96PM5,0,0,1,0,0
Q96PM9,0,0,2,0,0
Q96PN6,0,0,0,0,0
Q96PN7,0,0,6,0,0
Q96PN8,0,0,0,0,0
Q96PP8,0,0,1,0,0
Q96PP9,0,0,0,0,0
Q96PQ0,7,0,0,1,7
Q96PQ1,7,0,2,1,5
Q96PQ6,0,0,0,0,0
Q96PR1,2,0,1,0,0
Q96PS8,2,0,0,0,0
Q96PU4,0,0,1,0,1
Q96PU5,0,0,13,0,0
Q96PU8,0,0,5,0,0
Q96PV0,0,0,27,0,0
Q96PV4,0,0,0,0,0
Q96PV6,0,0,2,0,0
Q96PV7,0,0,3,0,0
Q96PX1,0,0,4,0,0
Q96PX8,0,0,1,1,0
Q96PY5,0,0,1,0,0
Q96PY6,0,0,15,0,0
Q96PZ0,0,0,4,0,0
Q96PZ2,0,3,1,0,0
Q96PZ7,40,0,0,1,70
Q96Q04,2,0,5,1,0
Q96Q05,0,0,2,0,0
Q96Q06,0,0,2,0,0
Q96Q07,0,0,0,0,0
Q96Q11,0,0,2,0,1
Q96Q15,0,0,6,0,0
Q96Q27,0,0,1,0,0
Q96Q35,0,0,1,0,0
Q96Q40,0,0,0,0,0
Q96Q42,0,0,7,0,0
Q96Q45,0,0,2,0,0
Q96Q77,0,0,0,0,0
Q96Q80,0,0,0,0,0
Q96Q83,0,0,2,0,0
Q96Q89,0,0,8,0,0
Q96Q91,4,0,0,0,0
Q96QA5,0,0,0,0,0
Q96QB1,0,0,4,0,0
Q96QC0,0,2,9,0,0
Q96QD8,2,0,5,0,1
Q96QD9,0,2,6,0,0
Q96QE2,3,0,5,0,0
Q96QE3,0,1,11,0,0
Q96QE5,0,0,0,0,0
Q96QF0,0,0,6,0,0
Q96QF7,0,0,0,0,0
Q96QG7,0,0,2,0,0
Q96QH2,0,0,1,0,0
Q96QI5,1,0,0,0,1
Q96QK1,0,0,3,0,0
Q96QP1,0,0,0,0,0
Q96QR8,0,0,11,0,0
Q96QS3,0,0,0,0,0
Q96QS6,0,0,0,0,0
Q96QT4,0,0,19,0,0
Q96QT6,0,5,6,0,0
Q96QU1,13,0,0,1,1
Q96QU8,0,0,6,0,0
Q96QV1,4,0,0,1,11
Q96QV6,0,3,28,0,0
Q96QZ7,0,0,7,0,0
Q96R06,0,0,16,0,0
Q96RD6,1,0,1,0,0
Q96RD7,1,0,3,0,2
Q96RD9,1,0,0,1,8
Q96RE7,0,8,2,0,0
Q96RE9,0,0,0,0,0
Q96RF0,0,0,0,0,0
Q96RG2,0,0,7,0,0
Q96RI0,1,0,0,1,1
Q96RI1,0,2,6,0,0
Q96RI8,2,0,0,0,1
Q96RJ3,0,0,0,0,2
Q96RJ6,0,0,0,0,0
Q96RK0,0,0,26,0,0
Q96RK4,0,0,0,0,0
Q96RL1,0,18,13,0,0
Q96RL6,7,0,1,1,5
Q96RL7,0,0,2,0,0
Q96RN1,1,0,0,0,0
Q96RN5,0,0,2,0,0
Q96RP3,0,0,0,1,0
Q96RP7,1,0,0,0,0
Q96RP9,0,0,2,0,0
Q96RQ1,0,0,0,0,0
Q96RQ3,0,0,5,0,0
Q96RQ9,4,0,0,1,1
Q96RR1,0,0,0,0,0
Q96RR4,0,0,11,0,0
Q96RS0,0,0,12,0,0
Q96RS6,0,0,2,0,0
Q96RT1,0,0,21,0,0
Q96RT7,0,0,0,0,0
Q96RT8,0,0,0,0,0
Q96RU2,0,2,5,0,0
Q96RU3,0,0,9,0,0
Q96RU7,0,0,1,0,0
Q96RU8,0,0,0,0,0
Q96RW7,34,0,0,1,76
Q96RY7,0,0,2,0,0
Q96S06,0,0,0,0,0
Q96S15,0,0,6,0,0
Q96S16,3,0,0,1,0
Q96S21,0,0,0,0,0
Q96S37,2,0,1,0,0
Q96S38,0,0,16,0,0
Q96S42,2,0,0,1,4
Q96S44,0,0,2,0,0
Q96S52,2,0,0,0,0
Q96S53,0,0,4,0,0
Q96S55,0,13,11,0,0
Q96S59,0,0,3,0,0
Q96S65,0,0,0,0,0
Q96S66,0,0,6,1,0
Q96S82,0,0,1,0,0
Q96S94,0,0,6,0,0
Q96S97,0,0,1,0,0
Q96S99,0,0,0,0,0
Q96SB3,0,0,11,0,0
Q96SB4,0,0,5,0,0
Q96SB8,0,2,1,0,0
Q96SC8,0,0,0,0,0
Q96SD1,0,0,3,0,0
Q96SF7,0,0,1,0,0
Q96SI1,0,0,3,0,0
Q96SI9,0,0,2,0,0
Q96SL1,1,0,0,0,0
Q96SL4,0,0,0,1,0
Q96SN8,0,0,7,0,0
Q96SQ5,0,0,0,0,0
Q96SQ7,0,0,0,0,0
Q96SQ9,0,0,0,0,0
Q96ST2,0,0,49,0,0
Q96ST3,0,3,11,0,0
Q96ST8,0,0,1,0,0
Q96SU4,0,0,7,0,0
Q96SW2,0,0,1,0,0
Q96SZ4,0,0,4,0,0
Q96SZ5,0,1,0,0,0
Q96SZ6,0,0,0,0,0
Q96T21,0,0,0,0,0
Q96T23,0,45,30,0,0
Q96T37,0,5,25,0,0
Q96T49,0,0,6,0,0
Q96T51,0,0,3,0,0
Q96T52,0,0,0,0,0
Q96T53,0,0,0,0,0
Q96T54,2,0,0,0,0
Q96T55,0,0,0,0,0
Q96T58,0,0,55,0,0
Q96T60,0,0,4,0,0
Q96T66,0,0,0,0,0
Q96T68,0,0,0,0,0
Q96T76,0,0,3,0,0
Q96T83,1,0,1,0,0
Q96T88,0,4,13,0,0
Q96T91,2,0,0,1,4
Q96TA1,0,0,14,0,0
Q96TA2,0,0,0,0,0
Q96TC7,0,0,9,0,0
Q99062,8,0,0,1,7
Q99075,6,0,0,1,3
Q99081,0,6,11,0,0
Q99102,547,0,0,1,6
Q99217,0,0,1,1,0
Q99250,10,1,24,0,7
Q99259,0,0,2,0,0
Q99417,0,0,0,0,0
Q99418,0,0,0,0,0
Q99424,0,0,7,0,0
Q99426,0,0,6,0,0
Q99435,8,0,0,1,18
Q99436,0,0,0,0,0
Q99437,0,0,0,0,0
Q99439,0,0,4,0,0
Q99447,0,0,3,0,0
Q99453,0,0,0,0,0
Q99456,0,0,0,0,0
Q99459,0,3,15,0,0
Q99460,0,0,9,0,0
Q99466,4,0,0,1,95
Q99467,11,0,0,1,0
Q99469,0,0,0,0,0
Q99471,0,0,3,0,0
Q99487,0,0,0,0,0
Q99489,0,0,0,0,0
Q99490,0,0,12,0,0
Q99496,0,3,4,0,0
Q99497,0,1,5,0,0
Q99500,1,0,1,0,0
Q99501,0,0,20,0,0
Q99502,0,0,0,0,0
Q99504,0,0,5,0,0
Q99518,0,1,1,0,0
Q99519,3,0,0,1,0
Q99523,6,0,3,1,8
Q99527,3,0,1,0,1
Q99536,0,0,6,0,0
Q99538,4,0,0,1,2
Q99541,0,0,3,0,0
Q99542,1,0,0,1,1
Q99543,0,0,5,0,0
Q99547,0,5,2,0,0
Q99549,0,0,21,0,0
Q99550,0,1,3,0,0
Q99551,0,0,0,0,0
Q99558,0,0,1,0,0
Q99567,0,0,10,0,0
Q99569,0,0,36,0,0
Q99570,0,0,5,0,0
Q99571,6,0,0,0,5
Q99572,5,0,4,0,5
Q99574,4,0,0,1,0
Q99575,0,0,4,0,0
Q99576,0,0,3,0,0
Q99578,0,0,0,0,0
Q99581,0,0,0,0,0
Q99583,0,0,1,0,0
Q99584,0,0,1,0,0
Q99590,0,7,34,0,0
Q99592,0,1,3,0,0
Q99593,0,0,1,0,0
Q99594,0,0,2,0,0
Q99595,0,0,0,0,1
Q99598,0,1,0,0,0
Q99607,0,0,4,0,0
Q99608,0,0,0,0,0
Q99611,0,0,3,0,0
Q99612,0,0,0,0,0
Q99613,0,0,15,0,0
Q99615,0,0,2,0,0
Q99616,0,0,1,1,2
Q99619,0,0,0,0,0
Q99622,0,0,1,0,0
Q99623,0,0,8,0,0
Q99624,5,0,0,0,1
Q99626,0,0,2,0,0
Q99627,0,0,1,0,0
Q99633,0,0,1,0,0
Q99638,0,0,8,0,0
Q99640,0,0,12,0,0
Q99643,0,0,0,0,0
Q99645,5,0,0,1,2
Q99650,5,0,2,1,1
Q99653,0,0,0,0,0
Q99661,0,0,15,0,0
Q99665,8,0,1,1,0
Q99674,0,0,0,1,0
Q99675,0,0,0,0,0
Q99677,4,0,0,0,1
Q99683,0,0,11,0,0
Q99684,0,0,2,0,0
Q99685,0,0,2,0,0
Q99687,0,0,0,0,0
Q99689,0,0,3,0,1
Q99697,0,0,1,0,0
Q99698,0,0,10,0,0
Q99700,0,1,22,0,0
Q99704,0,0,15,0,0
Q99705,3,0,0,0,1
Q99706,2,0,0,1,2
Q99707,0,0,1,0,0
Q99708,0,22,12,0,0
Q99712,0,0,0,0,0
Q99714,0,0,8,0,0
Q99715,9,0,14,1,0
Q99717,0,0,3,0,0
Q99719,0,0,5,0,0
Q99720,0,0,0,0,0
Q99726,0,2,0,0,0
Q99728,0,4,4,0,0
Q99729,0,2,19,0,0
Q99731,0,0,0,1,2
Q99732,0,0,0,0,0
Q99733,0,0,12,0,0
Q99735,0,0,0,0,0
Q99741,0,0,7,0,0
Q99743,0,0,0,0,0
Q99747,0,0,3,0,0
Q99748,0,0,0,1,4
Q99750,0,0,0,0,0
Q99755,0,1,1,0,0
Q99757,0,0,2,0,1
Q99758,6,0,0,0,0
Q99759,0,0,6,0,0
Q99766,0,0,0,0,0
Q99767,0,0,2,0,0
Q99784,8,0,0,1,2
Q99788,2,0,5,0,1
Q99795,3,0,0,1,3
Q99797,0,0,1,0,0
Q99798,0,0,28,0,0
Q99801,0,0,0,0,0
Q99807,0,0,0,0,0
Q99808,1,0,3,0,0
Q99814,0,0,4,0,0
Q99816,0,0,2,0,0
Q99828,0,0,1,0,0
Q99829,0,0,1,0,0
Q99832,0,1,6,0,0
Q99835,3,0,9,1,9
Q99836,0,0,1,0,0
Q99848,0,3,9,0,0
Q99853,0,0,0,0,0
Q99856,0,4,8,0,0
Q99871,0,0,1,0,0
Q99873,0,1,5,0,0
Q99877,1,4,76,0,0
Q99878,0,3,30,0,0
Q99879,1,4,76,0,0
Q99880,1,4,76,0,0
Q99884,1,0,8,0,0
Q99895,3,0,0,1,5
Q99909,0,0,1,0,0
Q99928,2,0,0,1,1
Q99929,0,0,0,0,0
Q99932,0,0,0,0,0
Q99933,0,0,1,0,0
Q99935,1,0,1,1,0
Q99941,5,0,1,0,0
Q99942,0,0,4,0,0
Q99943,0,0,0,1,0
Q99944,1,0,0,1,9
Q99946,0,0,0,0,0
Q99952,0,0,3,0,0
Q99956,0,0,3,0,0
Q99958,0,2,13,0,0
Q99959,0,0,16,0,0
Q99961,0,0,4,0,0
Q99962,0,0,2,0,0
Q99963,0,0,1,0,0
Q99965,5,0,1,1,7
Q99966,0,0,0,0,0
Q99967,0,0,0,0,0
Q99969,0,0,0,1,3
Q99972,1,0,0,1,1
Q99973,0,0,0,0,0
Q99983,5,0,9,1,1
Q99985,7,0,0,1,6
Q99986,0,1,4,0,0
Q99988,1,0,0,1,5
Q99990,0,0,0,0,0
Q99996,0,0,7,0,0
Q99999,2,0,0,0,0
Q9BPU6,0,0,5,0,0
Q9BPU9,0,0,0,0,0
Q9BPV8,3,0,0,0,1
Q9BPW9,0,0,0,1,0
Q9BPX1,0,0,0,0,0
Q9BPX3,0,0,7,0,0
Q9BPX6,0,0,0,0,1
Q9BPY8,0,0,0,0,0
Q9BPZ2,0,0,0,0,0
Q9BPZ3,0,0,0,0,0
Q9BPZ7,0,0,3,0,0
Q9BQ04,0,0,0,0,0
Q9BQ15,0,0,1,0,0
Q9BQ16,2,0,0,1,8
Q9BQ24,0,0,0,0,0
Q9BQ31,0,0,0,0,0
Q9BQ39,0,1,7,0,0
Q9BQ50,0,0,0,0,0
Q9BQ51,5,0,0,1,2
Q9BQ52,0,0,6,0,0
Q9BQ61,0,0,1,0,0
Q9BQ65,0,0,0,0,0
Q9BQ66,0,0,0,0,0
Q9BQ67,0,0,4,0,0
Q9BQ69,0,1,4,0,0
Q9BQ70,0,0,1,0,0
Q9BQ83,0,0,0,0,0
Q9BQ87,0,1,3,0,0
Q9BQ89,0,0,0,0,0
Q9BQ90,0,0,0,0,0
Q9BQ95,0,1,0,0,0
Q9BQA1,0,0,1,0,0
Q9BQA5,0,0,0,0,0
Q9BQA9,0,0,1,0,0
Q9BQB4,2,0,0,1,4
Q9BQB6,0,0,0,0,2
Q9BQC3,0,0,7,0,0
Q9BQD3,0,0,1,0,0
Q9BQD7,0,0,0,0,0
Q9BQE3,0,0,5,0,0
Q9BQE4,0,0,1,0,0
Q9BQE5,0,0,2,0,0
Q9BQE9,0,0,7,0,0
Q9BQF6,0,0,8,0,0
Q9BQG0,0,1,23,0,0
Q9BQG1,0,0,1,0,0
Q9BQG2,0,0,2,0,0
Q9BQI0,0,0,3,0,0
Q9BQI3,0,0,4,0,0
Q9BQI4,1,0,0,1,0
Q9BQI5,0,0,24,0,0
Q9BQI6,0,1,0,0,0
Q9BQJ4,0,0,1,0,0
Q9BQK8,0,0,5,0,0
Q9BQL6,0,0,3,0,0
Q9BQP7,0,0,1,0,0
Q9BQQ3,0,0,4,0,0
Q9BQS2,0,0,0,0,0
Q9BQS7,8,0,3,1,5
Q9BQS8,0,0,5,0,0
Q9BQT8,0,0,0,0,0
Q9BQT9,5,0,0,1,0
Q9BQW3,0,0,0,0,0
Q9BQY4,0,0,0,0,0
Q9BR01,0,0,3,0,0
Q9BR39,0,0,12,0,0
Q9BR76,0,0,1,0,0
Q9BRA0,0,0,4,0,0
Q9BRA2,0,0,1,0,1
Q9BRB3,0,0,0,0,0
Q9BRC7,0,0,1,0,0
Q9BRD0,0,1,32,0,0
Q9BRF8,0,0,2,0,0
Q9BRG1,0,0,0,0,0
Q9BRG2,0,0,5,0,0
Q9BRI3,0,0,1,0,0
Q9BRJ7,0,2,0,0,0
Q9BRJ9,0,0,0,0,0
Q9BRK0,0,0,1,0,0
Q9BRK3,2,0,1,1,2
Q9BRK4,0,0,3,0,0
Q9BRK5,1,0,5,1,0
Q9BRL6,0,0,9,0,0
Q9BRL7,0,0,0,0,0
Q9BRP0,0,0,1,0,0
Q9BRP8,0,0,5,0,0
Q9BRQ0,0,0,3,0,0
Q9BRQ3,0,0,0,0,0
Q9BRQ6,0,0,2,0,2
Q9BRQ8,0,0,0,0,0
Q9BRR0,0,1,3,0,0
Q9BRR3,1,0,0,0,0
Q9BRR6,0,0,0,1,0
Q9BRR9,0,0,2,0,0
Q9BRS2,0,0,2,0,0
Q9BRS8,0,0,3,0,0
Q9BRT2,0,0,0,0,0
Q9BRT3,0,0,1,0,1
Q9BRT8,0,0,0,0,0
Q9BRT9,0,0,4,0,0
Q9BRU9,0,1,1,0,0
Q9BRV3,0,0,0,0,0
Q9BRV8,0,0,0,0,0
Q9BRX2,0,1,4,0,0
Q9BRX5,0,0,0,0,0
Q9BRX8,0,0,0,0,0
Q9BRX9,0,0,0,0,0
Q9BRZ2,0,0,3,0,0
Q9BS16,0,0,0,0,0
Q9BS26,0,0,0,1,3
Q9BS34,0,0,1,0,0
Q9BS40,0,0,1,0,0
Q9BS86,3,0,0,1,0
Q9BS91,1,0,3,0,0
Q9BSA4,2,0,2,0,0
Q9BSA9,0,0,1,0,0
Q9BSB4,0,0,0,0,0
Q9BSD3,0,0,1,0,0
Q9BSD7,0,0,2,0,0
Q9BSE2,0,0,0,0,0
Q9BSE4,0,0,0,0,0
Q9BSE5,0,0,3,0,0
Q9BSF0,0,0,2,0,0
Q9BSG1,0,0,0,0,0
Q9BSH4,0,0,0,0,0
Q9BSI4,0,4,2,0,0
Q9BSJ2,0,0,1,0,0
Q9BSJ6,0,0,6,0,0
Q9BSJ8,0,0,10,0,0
Q9BSK2,0,0,0,0,0
Q9BSK4,0,0,1,0,0
Q9BSL1,0,0,1,0,0
Q9BSM1,0,2,2,0,0
Q9BSQ5,0,0,7,0,0
Q9BSR8,0,0,0,0,0
Q9BST9,0,0,8,0,0
Q9BSU1,0,0,0,0,0
Q9BSU3,0,0,1,0,0
Q9BSV6,0,0,0,0,0
Q9BSW2,0,0,0,0,0
Q9BSW7,0,0,2,0,0
Q9BSY9,0,0,0,0,0
Q9BT04,0,0,0,0,0
Q9BT09,1,0,0,1,3
Q9BT17,0,0,0,0,0
Q9BT22,0,0,1,0,0
Q9BT23,0,0,1,0,0
Q9BT25,0,0,2,0,0
Q9BT30,0,0,0,0,0
Q9BT40,0,0,0,0,0
Q9BT43,0,0,0,0,0
Q9BT49,0,0,2,0,0
Q9BT56,0,0,1,1,0
Q9BT67,0,0,1,0,0
Q9BT78,0,0,2,0,0
Q9BT81,0,0,0,0,0
Q9BT88,0,0,1,0,0
Q9BT92,0,2,0,0,0
Q9BTA9,0,0,11,0,0
Q9BTC0,0,2,30,0,0
Q9BTC8,0,0,4,0,0
Q9BTD3,0,0,0,0,0
Q9BTD8,0,0,6,0,0
Q9BTE1,0,0,1,0,0
Q9BTE3,0,0,4,0,0
Q9BTE6,0,0,1,0,0
Q9BTE7,0,0,3,0,0
Q9BTK6,0,0,4,0,0
Q9BTL3,0,0,4,0,0
Q9BTL4,0,0,1,0,0
Q9BTM9,0,1,1,0,0
Q9BTN0,5,0,0,1,1
Q9BTP6,0,0,0,0,0
Q9BTP7,0,0,0,0,0
Q9BTT0,0,1,1,0,0
Q9BTT4,0,0,0,0,0
Q9BTU6,0,0,7,0,0
Q9BTV4,0,0,1,0,0
Q9BTV5,0,0,2,0,0
Q9BTW9,0,0,0,0,0
Q9BTX1,0,0,8,0,0
Q9BTX3,0,0,1,0,0
Q9BTY2,3,0,1,1,0
Q9BTZ2,0,0,9,0,0
Q9BU02,0,0,1,0,0
Q9BU19,0,0,3,0,0
Q9BU20,0,0,0,0,0
Q9BU40,2,0,0,1,0
Q9BU61,0,0,0,0,0
Q9BU64,0,0,1,0,0
Q9BU76,0,3,8,0,0
Q9BU79,0,0,1,0,0
Q9BU89,0,0,1,0,0
Q9BUA3,0,6,6,0,0
Q9BUB4,0,0,1,0,0
Q9BUB5,0,0,7,0,0
